nbytes block_frag cum_frag cum_frag2
1272 0.171875 0.154272151898734 0.179895544522535
1280 0.166666666666667 0.154350104821803 0.179733774918795
1288 0.161458333333333 0.15439453125 0.179512993141635
1296 0.15625 0.154406055900621 0.17923531240286
1304 0.151041666666667 0.154385288065844 0.178902746206303
1312 0.145833333333333 0.15433282208589 0.178517214159937
1320 0.140625 0.154249237804878 0.178080547386111
1328 0.135416666666667 0.154135101010101 0.177594493561977
1336 0.130208333333333 0.153990963855422 0.177060721619243
1344 0.125 0.153817365269461 0.176480826129837
1352 0.119791666666667 0.153614831349206 0.175856331401687
1360 0.114583333333333 0.153383875739645 0.175188695306736
1368 0.109375 0.153125 0.174479312861393
1376 0.104166666666667 0.152838693957115 0.173729519577895
1384 0.0989583333333333 0.152525436046512 0.172940594603506
1392 0.09375 0.152185693641618 0.172113763663059
1400 0.0885416666666667 0.151819923371648 0.171250201819062
1408 0.0833333333333333 0.151428571428571 0.17035103606243
1416 0.078125 0.151012073863636 0.169417347745848
1424 0.0729166666666667 0.150570856873823 0.168450174870804
1432 0.0677083333333333 0.150105337078652 0.167450514238462
1440 0.0625 0.149615921787709 0.166419323473722
1448 0.0572916666666667 0.149103009259259 0.165357522931131
1456 0.0520833333333333 0.148566988950276 0.16426599749059
1464 0.046875 0.148008241758242 0.163145598250236
1472 0.0416666666666667 0.147427140255009 0.161997144123295
1480 0.0364583333333333 0.146824048913043 0.160821423345203
1488 0.03125 0.146199324324324 0.159619194896825
1496 0.0260416666666667 0.145553315412186 0.158391189849174
1504 0.0208333333333333 0.144886363636364 0.157138112634625
1512 0.015625 0.144198803191489 0.155860642249283
1520 0.0104166666666667 0.143490961199295 0.154559433390802
1528 0.00520833333333333 0.142763157894737 0.153235117535676
1536 0 0.142015706806283 0.151888303959716
1544 0.24609375 0.142557779947917 0.152979503189901
1552 0.2421875 0.14307399611399 0.154000984031847
1560 0.23828125 0.143564755154639 0.154955114314775
1568 0.234375 0.144030448717949 0.155844155844156
1576 0.23046875 0.144471460459184 0.15667027027027
1584 0.2265625 0.144888166243655 0.157435524571233
1592 0.22265625 0.145280934343434 0.158141896179718
1600 0.21875 0.145650125628141 0.158791277780103
1608 0.21484375 0.14599609375 0.159385481800489
1616 0.2109375 0.146319185323383 0.159926244622004
1624 0.20703125 0.14661974009901 0.160415230525932
1632 0.203125 0.146898091133005 0.16085403539752
1640 0.19921875 0.14715456495098 0.16124419020379
1648 0.1953125 0.147389481707317 0.161587164261277
1656 0.19140625 0.147603155339806 0.161884368308351
1664 0.1875 0.147795893719807 0.162137157395629
1672 0.18359375 0.147967998798077 0.162346833606902
1680 0.1796875 0.148119766746411 0.162514648622084
1688 0.17578125 0.148251488095238 0.162641806132764
1696 0.171875 0.148363447867299 0.162729464120156
1704 0.16796875 0.148455925707547 0.162778737004519
1712 0.1640625 0.14852919600939 0.162790697674419
1720 0.16015625 0.148583528037383 0.162766379403599
1728 0.15625 0.148619186046512 0.162706777662653
1736 0.15234375 0.148636429398148 0.162612851832183
1744 0.1484375 0.148635512672811 0.16248552682362
1752 0.14453125 0.148616685779817 0.162325694613485
1760 0.140625 0.148580194063927 0.162134215696412
1768 0.13671875 0.148526278409091 0.161911920461922
1776 0.1328125 0.148455175339367 0.161659610499577
1784 0.12890625 0.148367117117117 0.161378059836809
1792 0.125 0.148262331838565 0.16106801611346
1800 0.12109375 0.148141043526786 0.160730201696762
1808 0.1171875 0.148003472222222 0.160365314740253
1816 0.11328125 0.147849834070796 0.159974030189904
1824 0.109375 0.147680341409692 0.159557000740478
1832 0.10546875 0.147495202850877 0.159114857744995
1840 0.1015625 0.147294623362445 0.158648212079942
1848 0.09765625 0.147078804347826 0.158157654968739
1856 0.09375 0.146847943722944 0.157643758765778
1864 0.08984375 0.146602235991379 0.157107077703225
1872 0.0859375 0.146341872317597 0.156548148602632
1880 0.08203125 0.146067040598291 0.155967491553283
1888 0.078125 0.145777925531915 0.155365610559062
1896 0.07421875 0.145474708686441 0.154742994155552
1904 0.0703125 0.145157568565401 0.154100115998929
1912 0.06640625 0.144826680672269 0.153437435428167
1920 0.0625 0.144482217573222 0.152755398001934
1928 0.05859375 0.144124348958333 0.152054436011515
1936 0.0546875 0.143753241701245 0.151334968970991
1944 0.05078125 0.143369059917355 0.150597404085843
1952 0.046875 0.142971965020576 0.149842136701084
1960 0.04296875 0.142562115778689 0.149069550729958
1968 0.0390625 0.142139668367347 0.148280019064173
1976 0.03515625 0.141704776422764 0.147473903966597
1984 0.03125 0.141257591093117 0.146651557447279
1992 0.02734375 0.14079826108871 0.145813321623624
2000 0.0234375 0.140326932730924 0.144959529065489
2008 0.01953125 0.13984375 0.14409050312593
2016 0.015625 0.139348854581673 0.143206558258299
2024 0.01171875 0.138842385912698 0.142308000320333
2032 0.0078125 0.138324481225296 0.141395126865869
2040 0.00390625 0.137795275590551 0.140468227424749
2048 0 0.137254901960784 0.139527583771482
2056 0.330729166666667 0.138010660807292 0.141429052391682
2064 0.328125 0.138750405317769 0.143267430828012
2072 0.325520833333333 0.139474321705426 0.145044564637769
2080 0.322916666666667 0.140182593307593 0.146762228090029
2088 0.3203125 0.140875400641026 0.148422127574784
2096 0.317708333333333 0.141552921455939 0.150025904818296
2104 0.315104166666667 0.142215330788804 0.151575139917394
2112 0.3125 0.142862801013942 0.153071354204499
2120 0.309895833333333 0.143495501893939 0.1545160129543
2128 0.307291666666667 0.144113600628931 0.15591052794219
2136 0.3046875 0.144717261904762 0.157256259863849
2144 0.302083333333333 0.145306647940075 0.158554520624694
2152 0.299479166666667 0.145881918532338 0.159806575507277
2160 0.296875 0.14644323110285 0.161013645224172
2168 0.294270833333333 0.146990740740741 0.162176907863329
2176 0.291666666666667 0.147524600246002 0.163297500732427
2184 0.2890625 0.148044960171569 0.164376522108274
2192 0.286458333333333 0.148551968864469 0.165415032896923
2200 0.283854166666667 0.149045772506083 0.166414058209775
2208 0.28125 0.149526515151515 0.167374588860572
2216 0.278645833333333 0.149994338768116 0.168297582787895
2224 0.276041666666667 0.150449383273165 0.169183966407438
2232 0.2734375 0.150891786570743 0.17003463589809
2240 0.270833333333333 0.151321684587814 0.170850458425545
2248 0.268229166666667 0.151739211309524 0.171632273306989
2256 0.265625 0.15214449881376 0.172380893120113
2264 0.263020833333333 0.152537677304965 0.173097104759553
2272 0.260416666666667 0.152918875147232 0.173781670443641
2280 0.2578125 0.153288218896714 0.174435328674162
2288 0.255208333333333 0.153645833333333 0.175058795151661
2296 0.252604166666667 0.153991841491841 0.175652763648694
2304 0.25 0.154326364692218 0.176217906843241
2312 0.247395833333333 0.154649522569444 0.176754877114399
2320 0.244791666666667 0.154961433102653 0.17726430730233
2328 0.2421875 0.155262212643678 0.177746811434322
2336 0.239583333333333 0.155551975945017 0.178202985418708
2344 0.236979166666667 0.155830836187215 0.178633407708298
2352 0.234375 0.156098905005688 0.179038639934874
2360 0.231770833333333 0.156356292517007 0.179419227516211
2368 0.229166666666667 0.156603107344633 0.179775700236989
2376 0.2265625 0.156839456644144 0.180108572804921
2384 0.223958333333333 0.157065446127946 0.180418345383299
2392 0.221354166666667 0.157281180089485 0.180705504101131
2400 0.21875 0.157486761426979 0.18097052154195
2408 0.216145833333333 0.157682291666667 0.181213857212344
2416 0.213541666666667 0.157867870985604 0.181435957991162
2424 0.2109375 0.158043598233996 0.181637258560335
2432 0.208333333333333 0.158209570957096 0.181818181818182
2440 0.205729166666667 0.158365885416667 0.18197913927601
2448 0.203125 0.158512636612022 0.18212053143882
2456 0.200520833333333 0.158649918300654 0.182242748170827
2464 0.197916666666667 0.158777823018458 0.182346169046514
2472 0.1953125 0.158896442099567 0.182431163687885
2480 0.192708333333333 0.159005865695793 0.182498092088527
2488 0.190104166666667 0.159106182795699 0.182547304925104
2496 0.1875 0.159197481243301 0.18257914385683
2504 0.184895833333333 0.15927984775641 0.182593941813464
2512 0.182291666666667 0.159353367944622 0.182592023272343
2520 0.1796875 0.159418126326964 0.182573704524924
2528 0.177083333333333 0.159474206349206 0.18253929393331
2536 0.174479166666667 0.159521690400844 0.182489092177185
2544 0.171875 0.159560659831756 0.182423392491578
2552 0.169270833333333 0.159591194968553 0.182342480895852
2560 0.166666666666667 0.159613375130616 0.182246636414298
2568 0.1640625 0.159627278645833 0.182136131288674
2576 0.161458333333333 0.159632982866044 0.182011231183049
2584 0.158854166666667 0.159630564182195 0.181872195381272
2592 0.15625 0.159620098039216 0.181719276977355
2600 0.153645833333333 0.159601658950617 0.181552723059096
2608 0.151041666666667 0.159575320512821 0.181372774885193
2616 0.1484375 0.159541155419223 0.181179668056128
2624 0.145833333333333 0.159499235474006 0.180973632679084
2632 0.143229166666667 0.159449631605691 0.180754893527112
2640 0.140625 0.159392413880446 0.180523670192813
2648 0.138020833333333 0.159327651515152 0.180280177236718
2656 0.135416666666667 0.159255412890232 0.180024624330619
2664 0.1328125 0.159175765562249 0.179757216396006
2672 0.130208333333333 0.159088776276276 0.179478153737845
2680 0.127604166666667 0.158994510978044 0.17918763217385
2688 0.125 0.158893034825871 0.178885843159437
2696 0.122395833333333 0.158784412202381 0.178572973908528
2704 0.119791666666667 0.158668706726014 0.178249207510363
2712 0.1171875 0.158545981262327 0.177914723042467
2720 0.114583333333333 0.158416297935103 0.177569695679932
2728 0.111979166666667 0.158279718137255 0.17721429680114
2736 0.109375 0.158136302541544 0.176848694090073
2744 0.106770833333333 0.157986111111111 0.176473051635328
2752 0.104166666666667 0.157829203109815 0.176087530025965
2760 0.1015625 0.157665637112403 0.175692286444306
2768 0.0989583333333333 0.157495471014493 0.175287474755801
2776 0.0963541666666667 0.157318762042389 0.174873245596053
2784 0.09375 0.157135566762728 0.17444974645513
2792 0.0911458333333333 0.156945941091954 0.17401712175924
2800 0.0885416666666667 0.156749940305635 0.173575512949882
2808 0.0859375 0.156547619047619 0.173125058560548
2816 0.0833333333333333 0.156339031339031 0.172665894291079
2824 0.0807291666666667 0.156124230587121 0.172198153079746
2832 0.078125 0.155903269593957 0.171721965173146
2840 0.0755208333333333 0.155676200564972 0.17123745819398
2848 0.0729166666666667 0.155443075117371 0.170744757206802
2856 0.0703125 0.15520394428839 0.17024398478179
2864 0.0677083333333333 0.154958858543417 0.16973526105663
2872 0.0651041666666667 0.154707867783985 0.169218703796557
2880 0.0625 0.154451021355617 0.168694428452632
2888 0.0598958333333333 0.154188368055556 0.16816254821831
2896 0.0572916666666667 0.153919956140351 0.16762317408435
2904 0.0546875 0.153645833333333 0.167076414892142
2912 0.0520833333333333 0.153366046831956 0.166522377385478
2920 0.0494791666666667 0.153080643315018 0.165961166260848
2928 0.046875 0.152789668949772 0.165392884216282
2936 0.0442708333333333 0.152493169398907 0.164817631998813
2944 0.0416666666666667 0.15219118982743 0.164235508450583
2952 0.0390625 0.15188377490942 0.163646610553657
2960 0.0364583333333333 0.151570968834688 0.163051033473569
2968 0.0338541666666667 0.151252815315315 0.162448870601658
2976 0.03125 0.150929357592093 0.161840213596221
2984 0.0286458333333333 0.15060063844086 0.161225152422526
2992 0.0260416666666667 0.150266700178731 0.160603775391724
3000 0.0234375 0.149927584670232 0.159976169198689
3008 0.0208333333333333 0.149583333333333 0.15934241895883
3016 0.0182291666666667 0.14923398714539 0.158702608243893
3024 0.015625 0.148879586648983 0.1580568191168
3032 0.0130208333333333 0.148520171957672 0.157405132165549
3040 0.0104166666666667 0.148155782761653 0.156747626536199
3048 0.0078125 0.147786458333333 0.156084379964977
3056 0.00520833333333333 0.147412237532808 0.155415468809532
3064 0.00260416666666667 0.147033158813264 0.154740968079359
3072 0 0.146649260226284 0.154060951465422
